REASON,MOLECULE_NAME,SMILES,logP
Duplicate,3 218,CC(=O)NC1=CC=CS1,"1,10"
Duplicate,3 219,CC(=O)NC1=CC=CS1,"1,10"
Duplicate,3 220,CC(=O)Nc1cccs1,"1,10"
Duplicate,3 221,CC(O)=NC1=CC=CS1,"1,10"
Duplicate,3 222,CC(O)=NC1=CC=CS1,"1,10"
Duplicate,3 224,CCOP(=S)(OC1=CC=C(C=C1)C#N)C1=CC=CC=C1,"4,29"
Duplicate,3 225,CCOP(=S)(OC1=CC=C(C=C1)C#N)C1=CC=CC=C1,"4,29"
Duplicate,3 227,CN(C)C(=O)C1=CC=CO1,"0,41"
Duplicate,3 228,CN(C)C(=O)C1=CC=CO1,"0,41"
Duplicate,3 232,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,"0,79"
Duplicate,3 233,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,"0,79"
Duplicate,3 234,CCN(CC)C(=O)C(\\Cl)=C(\\C)OP(=O)(OC)OC,"0,79"
Duplicate,3 236,CSC1=CC=C(C=C1)C(O)=O,"2,74"
Duplicate,3 237,CSc1ccc(cc1)C(O)=O,"2,74"
Duplicate,3 238,CSC1=CC=C(C=C1)C(O)=O,"2,74"
Duplicate,3 240,CCOP(=O)(OCC)SCC1=CC=CC=C1,"3,21"
Duplicate,3 241,CCOP(=O)(OCC)SCC1=CC=CC=C1,"3,21"
Duplicate,3 243,NC(=O)C1=CC=CN=C1N,"0,88"
Duplicate,3 244,NC(=O)c1cccnc1N,"0,88"
Duplicate,3 245,NC(=O)C1=C(N)N=CC=C1,"0,88"
Duplicate,3 246,NC(=O)C1=CC=CN=C1N,"0,88"
Duplicate,3 247,NC(=O)c1cccnc1N,"0,88"
Duplicate,3 248,NC1=NC=CC=C1C(O)=N,"0,88"
Duplicate,3 249,NC1=C(C=CC=N1)C(O)=N,"0,88"
Duplicate,3 250,NC1=NC=CC=C1C(O)=N,"0,88"
Duplicate,3 251,NC(=O)C1=CC=CNC1=N,"0,88"
Duplicate,3 252,OC(=N)C1=CC=CNC1=N,"0,88"
Duplicate,3 253,OC(=N)C1=CC=CNC1=N,"0,88"
Duplicate,3 255,CCCCCCOC(=O)C1=CC=C(N)C=C1,"3,96"
Duplicate,3 256,CCCCCCOC(=O)C1=CC=C(N)C=C1,"3,96"
Duplicate,3 257,CCCCCCOC(=O)c1ccc(N)cc1,"3,96"
Duplicate,3 259,[I-].CCCCCCCC[N+]1=CC=CC=C1C,"-0,77"
Duplicate,3 261,CCCCCCCC[n+]1ccccc1C,"-0,77"
Duplicate,3 263,OCCOCCOC(=O)C=C,"-0,30"
Duplicate,3 264,OCCOCCOC(=O)C=C,"-0,30"
Duplicate,3 266,OC(CF)CN1C=CN=C1[N+]([O-])=O,"-0,52"
Duplicate,3 267,OC(CF)Cn1ccnc1[N+]([O-])=O,"-0,52"
Duplicate,3 268,OC(CF)Cn1ccnc1[N+]([O-])=O,"-0,52"
Duplicate,3 269,OC(CF)Cn1ccnc1N(=O)=O,"-0,52"
Duplicate,3 270,OC(CF)Cn1ccnc1N(=O)=O,"-0,52"
Duplicate,3 271,OC(CF)CN1C=CN=C1[N+]([O-])=O,"-0,52"
Duplicate,3 273,CC(O)CN1C=CN=C1[N+]([O-])=O,"-0,16"
Duplicate,3 274,CC(O)CN1C=CN=C1[N+]([O-])=O,"-0,16"
Duplicate,3 275,CC(O)Cn1ccnc1[N+]([O-])=O,"-0,16"
Duplicate,3 276,CC(O)Cn1ccnc1N(=O)=O,"-0,16"
Duplicate,3 277,CC(O)Cn1ccnc1[N+]([O-])=O,"-0,16"
Duplicate,3 278,CC(O)Cn1ccnc1N(=O)=O,"-0,16"
Duplicate,3 280,ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,"3,65"
Duplicate,3 281,ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,"3,65"
Duplicate,3 284,NC1=CC(=CC=C1)C(O)N=N,"-0,86"
Duplicate,3 285,NN=C(O)C1=CC=CC(N)=C1,"-0,86"
Duplicate,3 286,NN=C(O)C1=CC=CC(N)=C1,"-0,86"
Duplicate,3 287,NNC(=O)C1=CC=CC(N)=C1,"-0,86"
Duplicate,3 288,NNC(=O)C1=CC=CC(N)=C1,"-0,86"
Duplicate,3 290,S=C1SSC2=C1CCCC2,"3,10"
Duplicate,3 291,S=C1SSC2=C1CCCC2,"3,10"
Duplicate,3 292,S=C1SSC2=C1CCCC2,"3,10"
Duplicate,3 293,S=C1SSC2=C1CCCC2,"3,10"
Duplicate,3 294,S=c1ssc2CCCCc12,"3,10"
Duplicate,3 296,OC(C1CC1)C1CC1,"1,07"
Duplicate,3 298,CCCCCCCCOC(=O)C1=CC=C(N)C=C1,"5,02"
Duplicate,3 299,CCCCCCCCOC(=O)C1=CC=C(N)C=C1,"5,02"
Duplicate,3 301,CN(C)S(=O)(=O)C1=CC=CC=C1,"1,35"
Duplicate,3 302,CN(C)S(=O)(=O)C1=CC=CC=C1,"1,35"
Duplicate,3 304,OC1C(O)C2CCC1C2,"0,40"
Duplicate,3 305,OC1C(O)C2CCC1C2,"0,40"
Duplicate,3 306,OC1C(O)C2CCC1C2,"0,40"
Duplicate,3 308,CCOC1=CC=CC=N1,"1,81"
Duplicate,3 309,CCOC1=CC=CC=N1,"1,81"
Duplicate,3 310,CCOc1ccccn1,"1,81"
Duplicate,3 312,CC1(C)CC(N)CC(C)(C)N1O,"0,56"
Duplicate,3 313,CC1(C)CC(N)CC(C)(C)N1O,"0,56"
Duplicate,3 314,CC1(C)CC(N)CC(C)(C)N1O,"0,56"
Duplicate,3 316,CN(C)C(=O)C1=COC=C1,"0,24"
Duplicate,3 317,CN(C)C(=O)C1=COC=C1,"0,24"
Duplicate,3 319,CCOC1=CC=CN=C1,"1,44"
Duplicate,3 320,CCOC1=CC=CN=C1,"1,44"
Duplicate,3 321,CCOc1cccnc1,"1,44"
Duplicate,3 322,CCOc1cccnc1,"1,44"
Duplicate,3 324,CC1(C)CCC(C)(C)O1,"2,06"
Duplicate,3 326,OCC1=C(Cl)C=CC=C1Cl,"2,02"
Duplicate,3 327,OCC1=C(Cl)C=CC=C1Cl,"2,02"
Duplicate,3 329,[O-][N+](=O)C1=CC=C(OC2=C(C=C(C=C2)C(F)(F)F)[N+]([O-])=O)C=C1,"3,65"
Duplicate,3 330,[O-][N+](=O)c1ccc(Oc2ccc(cc2[N+]([O-])=O)C(F)(F)F)cc1,"3,65"
Duplicate,3 331,[O-][N+](=O)c1ccc(Oc2ccc(cc2[N+]([O-])=O)C(F)(F)F)cc1,"3,65"
Duplicate,3 332,[O-][N+](=O)C1=CC=C(OC2=CC=C(C=C2[N+]([O-])=O)C(F)(F)F)C=C1,"3,65"
Duplicate,3 336,NC(=C(O)NC1=C(O)N2[C@@H]1SCC(=C)C2=C(O)O)C1=CC=CC=C1,"0,65"
Duplicate,3 338,CC1=CS[C@H]2N(C(O)=C2N=C(O)[C@H](N)C2=CC=CC=C2)C1=C(O)O,"0,65"
Duplicate,3 339,CC1=CSC2N(C(O)=C2NC(=O)C(N)C2=CC=CC=C2)C1=C(O)O,"0,65"
Duplicate,3 340,CC1=CS[C@H]2N(C(O)=C2NC(=O)[C@H](N)C2=CC=CC=C2)C1=C(O)O,"0,65"
Duplicate,3 341,NC(C(O)=NC1=C(O)N2C1SCC(=C)C2=C(O)O)C1=CC=CC=C1,"0,65"
Duplicate,3 342,N[C@@H](C(O)=NC1=C(O)N2[C@@H]1SCC(=C)C2=C(O)O)C1=CC=CC=C1,"0,65"
Duplicate,3 344,CC1=CS[C@@H]2[C@H](NC(O)=C(N)C3=CC=CC=C3)C(=O)N2C1=C(O)O,"0,65"
Duplicate,3 345,NC(C(=O)NC1=C(O)N2C1SCC(=C)C2=C(O)O)C1=CC=CC=C1,"0,65"
Duplicate,3 346,NC(C(=O)NC1=C(O)N2C1SCC(=C)C2=C(O)O)C1=CC=CC=C1,"0,65"
Duplicate,3 348,NC(=C(O)N[C@H]1[C@H]2SCC(=C)C(N2C1=O)=C(O)O)C1=CC=CC=C1,"0,65"
Duplicate,3 349,NC(=C(O)NC1C2SCC(=C)C(N2C1=O)=C(O)O)C1=CC=CC=C1,"0,65"
Duplicate,3 351,CC1=CS[C@@H]2[C@H](N=C(O)[C@H](N)C3=CC=CC=C3)C(=O)N2C1=C(O)O,"0,65"
Duplicate,3 352,CC1=CSC2C(NC(=O)C(N)C3=CC=CC=C3)C(=O)N2C1=C(O)O,"0,65"
Duplicate,3 353,CC1=CS[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2C1=C(O)O,"0,65"
Duplicate,3 354,CC1=CSC2C(NC(=O)C(N)C3=CC=CC=C3)C(=O)N2C1=C(O)O,"0,65"
Duplicate,3 356,N[C@@H](C(O)=N[C@H]1[C@H]2SCC(=C)C(N2C1=O)=C(O)O)C1=CC=CC=C1,"0,65"
Duplicate,3 357,NC(C(O)=NC1C2SCC(=C)C(N2C1=O)=C(O)O)C1=CC=CC=C1,"0,65"
Duplicate,3 358,NC(C(=O)NC1C2SCC(=C)C(N2C1=O)=C(O)O)C1=CC=CC=C1,"0,65"
Duplicate,3 359,N[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C)C(N2C1=O)=C(O)O)C1=CC=CC=C1,"0,65"
Duplicate,3 360,NC(C(=O)NC1C2SCC(=C)C(N2C1=O)=C(O)O)C1=CC=CC=C1,"0,65"
Duplicate,3 363,CC1=C(N2[C@H](SC1)[C@H](N=C(O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,"0,65"
Duplicate,3 364,CC1=C(N2C(SC1)C(N=C(O)C(N)C1=CC=CC=C1)C2=O)C(O)=O,"0,65"
Duplicate,3 366,CC1=C(N2[C@H](SC1)C(N=C(O)[C@H](N)C1=CC=CC=C1)=C2O)C(O)=O,"0,65"
Duplicate,3 367,CC1=CSC2C(NC(=O)C(N)C3=CC=CC=C3)C(=O)N2C1C(O)=O,"0,65"
Duplicate,3 368,CC1=C(N2C(SC1)C(NC(=O)C(N)C1=CC=CC=C1)C2=O)C(O)=O,"0,65"
Duplicate,3 369,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O)C(O)=O,"0,65"
Duplicate,3 370,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O)C(O)=O,"0,65"
Duplicate,3 371,CC1=C(N2C(SC1)C(NC(=O)C(N)c1ccccc1)C2=O)C(O)=O,"0,65"
Duplicate,3 372,CC1=C(N2[C@H](SC1)C(NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,"0,65"
Duplicate,3 374,CC1=C(N2C(SC1)C(NC(=O)C(N)C1=CC=CC=C1)=C2O)C(O)=O,"0,65"
Duplicate,3 375,CC1=C(N2[C@H](SC1)C(NC(=O)[C@H](N)C1=CC=CC=C1)=C2O)C(O)=O,"0,65"
Duplicate,3 376,CC1=C(N2C(SC1)C(NC(=O)C(N)C1=CC=CC=C1)=C2O)C(O)=O,"0,65"
Duplicate,3 378,NC(C(=O)NC1C2SCC(=C)C(N2C1=O)C(O)=O)C1=CC=CC=C1,"0,65"
Duplicate,3 382,CC1=C(N2[C@H](SC1)[C@H](NC(O)=C(N)C1=CC=CC=C1)C2=O)C(O)=O,"0,65"
Duplicate,3 383,CC1=C(N2C(SC1)C(NC(O)=C(N)C1=CC=CC=C1)C2=O)C(O)=O,"0,65"
Duplicate,3 385,CC1=C(N2[C@H](SC1)C(NC(O)=C(N)C1=CC=CC=C1)=C2O)C(O)=O,"0,65"
Duplicate,3 388,ClC1=CC(Cl)=C(Cl)C=C1C1=CC=CC=C1,"5,81"
Duplicate,3 389,ClC1=CC(Cl)=C(C=C1Cl)C1=CC=CC=C1,"5,81"
Duplicate,3 390,Clc1cc(Cl)c(cc1Cl)-c1ccccc1,"5,81"
Duplicate,3 391,Clc1cc(Cl)c(cc1Cl)-c1ccccc1,"5,81"
Duplicate,3 393,OC1COC2C(COC12)O[N+]([O-])=O,"-0,15"
Duplicate,3 394,OC1COC2C(COC12)O[N+]([O-])=O,"-0,15"
Duplicate,3 395,O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+]([O-])=O,"-0,15"
Duplicate,3 396,OC1COC2C(COC12)O[N+]([O-])=O,"-0,15"
Duplicate,3 398,[O-][N+](=O)C1=CC=CC2=C1C(=CC=[N+]2[O-])[N+]([O-])=O,"0,95"
Duplicate,3 399,[O-][N+](=O)c1cccc2[n+]([O-])ccc([N+]([O-])=O)c12,"0,95"
Duplicate,3 400,[O-][N+](=O)c1cccc2[n+]([O-])ccc([N+]([O-])=O)c12,"0,95"
Duplicate,3 401,O=N(=O)c1cccc2c1c(ccn2=O)N(=O)=O,"0,95"
Duplicate,3 402,O=N(=O)c1cccc2c1c(ccn2=O)N(=O)=O,"0,95"
Duplicate,3 403,[O-][N+](=O)C1=CC=CC2=[N+]([O-])C=CC(=C12)[N+]([O-])=O,"0,95"
Duplicate,3 406,CC1=CC(NC(O)=C)=CC=C1O,"0,79"
Duplicate,3 407,CC(=O)NC1=CC(C)=C(O)C=C1,"0,79"
Duplicate,3 408,CC(=O)Nc1ccc(O)c(C)c1,"0,79"
Duplicate,3 409,CC(O)=NC1=CC(C)=C(O)C=C1,"0,79"
Duplicate,3 410,CC(O)=NC1=CC=C(O)C(C)=C1,"0,79"
Duplicate,3 412,CC(C)(N1N=C2C=CC=CC2=N1)C(O)=O,"0,64"
Duplicate,3 413,CC(C)(N1N=C2C=CC=CC2=N1)C(O)=O,"0,64"
Duplicate,3 414,CC(C)(C(O)=O)n1nc2ccccc2n1,"0,64"
Duplicate,3 415,CC(C)(C(O)=O)n1nc2ccccc2n1,"0,64"
Duplicate,3 416,CC(C)(N1N=C2C=CC=CC2=N1)C(O)=O,"0,64"
Duplicate,3 418,[Br-].C[N+](C)(C)CC1=CC=CN=C1,"-3,50"
Duplicate,3 420,C[N+](C)(C)Cc1cccnc1,"-3,50"
Duplicate,3 421,C[N+](C)(C)Cc1cccnc1,"-3,50"
Duplicate,3 422,[Br-].C[N+](C)(C)Cc1cccnc1,"-3,50"
Duplicate,3 423,[Br-].C[N+](C)(C)Cc1cccnc1,"-3,50"
Duplicate,3 425,CC1=CC=CC(NC2=NCCN2)=C1Cl,"1,83"
Duplicate,3 426,CC1=CC=CC(NC2=NCCN2)=C1Cl,"1,83"
Duplicate,3 427,CC1=CC=CC(N=C2NCCN2)=C1Cl,"1,83"
Duplicate,3 428,Cc1cccc(N=C2NCCN2)c1Cl,"1,83"
Duplicate,3 429,Cc1cccc(N=C2NCCN2)c1Cl,"1,83"
Duplicate,3 430,CC1=C(Cl)C(=CC=C1)N=C1NCCN1,"1,83"
Duplicate,3 431,CC1=CC=CC(N=C2NCCN2)=C1Cl,"1,83"
Duplicate,3 432,Cc1cccc(N=C2NCCN2)c1Cl,"1,83"
Duplicate,3 434,CC1=C(C)C(=O)N2C=CC=CC2=N1,"1,00"
Duplicate,3 435,CC1=C(C)C(=O)N2C=CC=CC2=N1,"1,00"
Duplicate,3 436,CC1=C(C)C(=O)N2C=CC=CC2=N1,"1,00"
Duplicate,3 437,Cc1nc2ccccn2c(=O)c1C,"1,00"
Duplicate,3 441,CC(=O)C=Cc1ccccc1C,"2,60"
Duplicate,3 442,CC(=O)C=Cc1ccccc1C,"2,60"
Duplicate,3 443,CC(=O)\\C=C\\C1=C(C)C=CC=C1,"2,60"
Duplicate,3 445,CC(O)=NN=C(O)NC1=CC=C(C)C=C1,"0,67"
Duplicate,3 446,CC(O)=NN=C(O)NC1=CC=C(C)C=C1,"0,67"
Duplicate,3 448,CC1=CC=C(NC(O)=NNC(O)=C)C=C1,"0,67"
Duplicate,3 449,CC(O)=NNC(=O)NC1=CC=C(C)C=C1,"0,67"
Duplicate,3 450,CC(=O)NN=C(O)NC1=CC=C(C)C=C1,"0,67"
Duplicate,3 451,CC(=O)NN=C(O)NC1=CC=C(C)C=C1,"0,67"
Duplicate,3 452,CC(O)=NNC(O)=NC1=CC=C(C)C=C1,"0,67"
Duplicate,3 453,CC(O)=NNC(O)=NC1=CC=C(C)C=C1,"0,67"
Duplicate,3 455,CC(O)N=NC(=O)NC1=CC=C(C)C=C1,"0,67"
Duplicate,3 456,CC(O)N=NC(O)=NC1=CC=C(C)C=C1,"0,67"
Duplicate,3 457,CC(O)N=NC(O)=NC1=CC=C(C)C=C1,"0,67"
Duplicate,3 459,CC1=CC=C(NC(O)N=NC(O)=C)C=C1,"0,67"
Duplicate,3 460,CC1=CC=C(NC(=O)NNC(O)=C)C=C1,"0,67"
Duplicate,3 461,CC1=CC=C(NC(=O)NNC(O)=C)C=C1,"0,67"
Duplicate,3 463,CC(=O)N=NC(O)NC1=CC=C(C)C=C1,"0,67"
Duplicate,3 464,CC(=O)NNC(=O)NC1=CC=C(C)C=C1,"0,67"
Duplicate,3 465,CC(=O)NNC(=O)Nc1ccc(C)cc1,"0,67"
Duplicate,3 466,CC(=O)NNC(=O)NC1=CC=C(C)C=C1,"0,67"
Duplicate,3 467,CC(=O)NNC(=O)Nc1ccc(C)cc1,"0,67"
Duplicate,3 468,CC1=CC=C(C=C1)N=C(O)NNC(O)=C,"0,67"
Duplicate,3 469,CC1=CC=C(C=C1)N=C(O)NNC(O)=C,"0,67"
Duplicate,3 470,CC(=O)NNC(O)=NC1=CC=C(C)C=C1,"0,67"
Duplicate,3 471,CC(=O)NNC(O)=NC1=CC=C(C)C=C1,"0,67"
Duplicate,3 473,OCC1=CC=CC=C1Cl,"1,77"
Duplicate,3 474,OCC1=CC=CC=C1Cl,"1,77"
Duplicate,3 477,COC1=CC(=CC(OC)=C1OC)C(=O)OC1N=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N=C1O,"3,75"
Duplicate,3 478,COC1=CC(=CC(OC)=C1OC)C(=O)OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2N=C1O,"3,75"
Duplicate,3 479,COC1=CC(=CC(OC)=C1OC)C(=O)OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O,"3,75"
Duplicate,3 480,COc1cc(cc(OC)c1OC)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,"3,75"
Duplicate,3 481,COc1cc(cc(OC)c1OC)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,"3,75"
Duplicate,3 482,COC1=CC(=CC(OC)=C1OC)C(=O)OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,"3,75"
Duplicate,3 483,COC1=CC(=CC(OC)=C1OC)C(=O)OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O,"3,75"
Duplicate,3 484,COc1cc(cc(OC)c1OC)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,"3,75"
Duplicate,3 485,COC1=CC(=CC(OC)=C1OC)C(=O)OC1NC(C2=CC=CC=C2)=C2C=C(Cl)C=CC2=NC1=O,"3,75"
Duplicate,3 487,C(C1=NNN=N1)C1=CC=CC=C1,"1,36"
Duplicate,3 488,C(c1nn[nH]n1)c1ccccc1,"1,36"
Duplicate,3 489,C(C1=NNN=N1)C1=CC=CC=C1,"1,36"
Duplicate,3 490,C(c1nn[nH]n1)c1ccccc1,"1,36"
Duplicate,3 491,C(C1=NN=NN1)C1=CC=CC=C1,"1,36"
Duplicate,3 493,COC1=CC(C)=NN1C1=NC=NC=C1,"0,50"
Duplicate,3 494,COc1cc(C)nn1-c1ccncn1,"0,50"
Duplicate,3 495,COc1cc(C)nn1-c1ccncn1,"0,50"
Duplicate,3 496,COc1cc(C)nn1-c1ccncn1,"0,50"
Duplicate,3 497,COC1=CC(C)=NN1C1=CC=NC=N1,"0,50"
Duplicate,3 499,CN(C(O)=COC1=CC=CC=C1)C1=CC=CC=C1,"2,25"
Duplicate,3 501,CN(C(=O)COC1=CC=CC=C1)C1=CC=CC=C1,"2,25"
Duplicate,3 502,CN(C(=O)COc1ccccc1)c1ccccc1,"2,25"
Duplicate,3 505,CCC(C)C#N,"1,05"
Duplicate,3 506,CCC(C)=C=N,"1,05"
Duplicate,3 508,FC(F)(F)C1=CC=CC(=C1)C1C(=O)C2=CC=CC=C2C1=O,"3,78"
Duplicate,3 509,FC(F)(F)c1cccc(c1)C1C(=O)c2ccccc2C1=O,"3,78"
Duplicate,3 510,FC(F)(F)c1cccc(c1)C1C(=O)c2ccccc2C1=O,"3,78"
Duplicate,3 511,FC(F)(F)c1cccc(c1)C1C(=O)c2ccccc2C1=O,"3,78"
Duplicate,3 512,FC(F)(F)C1=CC=CC(=C1)C1C(=O)C2=CC=CC=C2C1=O,"3,78"
Duplicate,3 515,CC1CC2OC(=O)C3(C)C2C(OC3(C)O)C2(C)C(=O)CC=C12,"0,30"
Duplicate,3 516,CC1CC2OC(=O)C3(C)C2C(OC3(C)O)C2(C)C(O)=CC=C12,"0,30"
Duplicate,3 518,CC1CC2OC(=O)C3(C)C2C(OC3(C)O)C2(C)C1C=CC2=O,"0,30"
Duplicate,3 519,CC1CC2OC(=O)C3(C)C2C(OC3(C)O)C2(C)C1C=CC2=O,"0,30"
Duplicate,3 521,CCC1=NN=C(O)NC1=O,"0,22"
Duplicate,3 522,CCC1=NN=C(O)NC1=O,"0,22"
Duplicate,3 523,CCC1=C(O)N=C(O)N=N1,"0,22"
Duplicate,3 524,CCC1=NN=C(O)N=C1O,"0,22"
Duplicate,3 525,CCC1=C(O)NC(=O)N=N1,"0,22"
Duplicate,3 526,CCC1=C(O)NC(=O)N=N1,"0,22"
Duplicate,3 527,CCC1=NNC(=O)NC1=O,"0,22"
Duplicate,3 528,CCC1=NNC(=O)NC1=O,"0,22"
Duplicate,3 529,CCC1=NNC(O)=NC1=O,"0,22"
Duplicate,3 530,CCC1=NNC(O)=NC1=O,"0,22"
Duplicate,3 531,CCC1=NNC(=O)N=C1O,"0,22"
Duplicate,3 532,CCC1=NNC(=O)N=C1O,"0,22"
Duplicate,3 534,CCC1N=NC(=O)NC1=O,"0,22"
Duplicate,3 535,CCC1N=NC(O)=NC1=O,"0,22"
Duplicate,3 536,CCC1N=NC(O)=NC1=O,"0,22"
Duplicate,3 537,CCC1N=NC(=O)N=C1O,"0,22"
Duplicate,3 538,CCC1N=NC(=O)N=C1O,"0,22"
Duplicate,3 541,CC(C)(C)C1=CC=CC=C1OC=C(O)O,"3,33"
Duplicate,3 542,CC(C)(C)C1=CC=CC=C1OCC(O)=O,"3,33"
Duplicate,3 543,CC(C)(C)c1ccccc1OCC(O)=O,"3,33"
Duplicate,3 544,CC(C)(C)c1ccccc1OCC(O)=O,"3,33"
Duplicate,3 547,NS(=O)(=O)C1=CC2=C(C=C1Br)N=CN=S2(O)=O,"0,00"
Duplicate,3 548,OS(=N)(=O)C1=CC2=C(C=C1Br)N=CN=S2(O)=O,"0,00"
Duplicate,3 549,OS(=N)(=O)C1=CC2=C(C=C1Br)N=CN=S2(O)=O,"0,00"
Duplicate,3 550,NS(=O)(=O)C1=CC2=C(NC=NS2(=O)=O)C=C1Br,"0,00"
Duplicate,3 551,NS(=O)(=O)C1=CC2=C(NC=NS2(=O)=O)C=C1Br,"0,00"
Duplicate,3 552,NS(=O)(=O)C1=CC2=C(C=C1Br)N=CNS2(=O)=O,"0,00"
Duplicate,3 553,NS(=O)(=O)C1=CC2=C(C=C1Br)N=CNS2(=O)=O,"0,00"
Duplicate,3 554,OS(=N)(=O)C1=CC2=C(NC=NS2(=O)=O)C=C1Br,"0,00"
Duplicate,3 555,OS(=N)(=O)C1=CC2=C(NC=NS2(=O)=O)C=C1Br,"0,00"
Duplicate,3 556,OS(=N)(=O)C1=CC2=C(C=C1Br)N=CNS2(=O)=O,"0,00"
Duplicate,3 557,OS(=N)(=O)C1=CC2=C(C=C1Br)N=CNS2(=O)=O,"0,00"
Duplicate,3 560,OC(=C)C(=CC1=CC=C(Cl)C=C1)C(O)=C,"2,32"
Duplicate,3 562,CC(=O)C(=CC1=CC=C(Cl)C=C1)C(O)=C,"2,32"
Duplicate,3 563,CC(=O)C(=CC1=CC=C(Cl)C=C1)C(C)=O,"2,32"
Duplicate,3 564,CC(=O)C(=Cc1ccc(Cl)cc1)C(C)=O,"2,32"
Duplicate,3 565,CC(=O)C(=Cc1ccc(Cl)cc1)C(C)=O,"2,32"
Duplicate,3 567,CNC1CCC2=C(C1)C=CC=C2,"2,38"
Duplicate,3 568,CNC1CCC2=C(C1)C=CC=C2,"2,38"
Duplicate,3 569,CNC1CCc2ccccc2C1,"2,38"
Duplicate,3 570,CNC1CCc2ccccc2C1,"2,38"
Duplicate,3 572,ClC1=CN=C(Cl)C=N1,"1,58"
Duplicate,3 573,ClC1=CN=C(Cl)C=N1,"1,58"
Duplicate,3 574,Clc1cnc(Cl)cn1,"1,58"
Duplicate,3 576,COC1=CC=C(NC(=O)N(C)C)C=C1Cl,"1,64"
Duplicate,3 577,COC1=CC=C(NC(=O)N(C)C)C=C1Cl,"1,64"
Duplicate,3 578,COC1=CC=C(C=C1Cl)N=C(O)N(C)C,"1,64"
Duplicate,3 579,COC1=CC=C(C=C1Cl)N=C(O)N(C)C,"1,64"
Duplicate,3 582,CCCC(CC)=C(O)O,"2,23"
Duplicate,3 583,CCCC(CC)C(O)=O,"2,23"
Duplicate,3 584,CCCC(CC)C(O)=O,"2,23"
Duplicate,3 585,CCCC(CC)C(O)=O,"2,23"
Duplicate,3 587,CN(C)N=Nc1cccc(C)c1,"2,85"
Duplicate,3 588,CN(C)N=Nc1cccc(C)c1,"2,85"
Duplicate,3 589,CN(C)N=NC1=CC=CC(C)=C1,"2,85"
Duplicate,3 590,CN(C)\\N=N\\C1=CC(C)=CC=C1,"2,85"
Duplicate,3 592,CC1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1,"-0,16"
Duplicate,3 593,Cc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,"-0,16"
Duplicate,3 594,Cc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,"-0,16"
Duplicate,3 595,Cc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,"-0,16"
Duplicate,3 596,CC1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1,"-0,16"
Duplicate,3 598,CN=C(O)ON=C(C)C(C)(C)[N+]([O-])=O,"0,66"
Duplicate,3 599,CN=C(O)ON=C(C)C(C)(C)N(=O)=O,"0,66"
Duplicate,3 600,CNC(=O)ON=C(C)C(C)(C)[N+]([O-])=O,"0,66"
Duplicate,3 601,CNC(=O)ON=C(C)C(C)(C)[N+]([O-])=O,"0,66"
Duplicate,3 602,CNC(=O)ON=C(C)C(C)(C)N(=O)=O,"0,66"
Duplicate,3 603,CNC(=O)ON=C(C)C(C)(C)N(=O)=O,"0,66"
Duplicate,3 604,CNC(=O)O\\N=C(/C)C(C)(C)[N+]([O-])=O,"0,66"
Duplicate,3 606,CN=C(O)ONC(=C)C(C)(C)N(=O)=O,"0,66"
Duplicate,3 607,CNC(=O)ONC(=C)C(C)(C)[N+]([O-])=O,"0,66"
Duplicate,3 608,CNC(=O)ONC(=C)C(C)(C)N(=O)=O,"0,66"
Duplicate,3 610,COC(=O)NC1=C(C)C=CC=C1C,"1,69"
Duplicate,3 611,COC(=O)Nc1c(C)cccc1C,"1,69"
Duplicate,3 612,COC(O)=NC1=C(C)C=CC=C1C,"1,69"
Duplicate,3 613,COC(O)=NC1=C(C)C=CC=C1C,"1,69"
